"","OBJECTID","Id","gridcode","OBJECTID_1","sampleid","station","location","state","sampdate","custid","method","area","EcoRegion3","US_L3NAME","lat","long","geometry","geometry2","Permanent_","FDate","Resolution","GNIS_ID","GNIS_Name","LengthKM","ReachCode","Enabled","GNIS_Stati","MLocID","Org_ID","Measure","COMID","FAC_QC","Alt_ID","Identifier","Delin_QC","Shape_Length","Shape_Area","Area_km2","rd_km","rdden_km_km2","total_strm_km","xings","xings_km2","canal_km","P_canal","mines","mines_km2","grvl_mn","grvl_mn_km2","Ag_km2","P_AgLand","Urban21_km2","P_Urban21Land","rd_Status","xing_Status","Ag_Status","Urb21L_Status","mines_status","gmines_status","canal_status","GIS.status_2020","WorE","Eco3","GIS.status_2020.yn"
"271",306,328,275,745,163909,"PIBO:1018","Camp Creek","OR",2016-07-16,"USFS_502","Surber net",0.74,11,"Blue Mountains",44.6534,-118.8261,"c(-1789345.73638788","2623067.65211492)","145121344",2012-02-22,2,"01139231","Camp Creek",0.556,"17070203000124",1,"yes","PIBO:1018",NA,7.17170972552,23681269,"Moved 120m W to nearest FAC",NA,275,"OK",67679.9999999516,104093100.000002,104.093100000001,409.234172402851,3.93142458436579,78.2027761272335,130,1.24888201043103,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E","BM","N"
"272",307,329,276,746,164017,"531-07-I","531-07-I:Rock 14","OR",2016-07-14,"USFS_502","Surber net",0.74,80,"Northern Basin and Range",42.60304636,-119.5461579,"c(-1900758.57235082","2415030.64057777)","158121314",2012-02-27,2,"01126156","Rock Creek",0.625,"17120008000172",1,"yes","531-07-I",NA,71.1055109152,24057413,"Moved 150m N to nearest FAC",NA,276,"OK",90239.9999999888,149306400.000006,149.306400000006,87.824936720685,0.588219505129596,121.527286549265,28,0.187533823064509,0,0,1,0.00669763653801819,0,0,0,0,0.521511852926242,0.349289684116837,1,0,1,1,0,1,1,"NO","E","NBR","N"
"273",308,330,277,747,164018,"531-08-I","531-08-I:Rock 19","OR",2016-07-12,"USFS_502","Surber net",0.74,80,"Northern Basin and Range",42.56146742,-119.6498821,"c(-1910103.21922201","2412605.22116876)","158121328",2012-02-27,2,"01126156","Rock Creek",2.642,"17120008000179",1,"yes","531-08-I",NA,61.6914029115,24057425,"On FAC",NA,277,"OK; canal in NE corner, ignore",56399.9999999888,79029000.0000025,79.0290000000025,62.9405536618154,0.796423511139119,67.4296128319367,19,0.240418074377753,0,0,1,0.012653582861987,0,0,0,0,0.227600772114572,0.287996522940395,1,0,1,1,0,1,1,"NO","E","NBR","N"
"274",309,331,278,748,164019,"531-09-I","531-09-I:Rock 33","OR",2016-07-16,"USFS_502","Surber net",0.74,80,"Northern Basin and Range",42.47145227,-119.7112789,"c(-1917443.52727317","2404089.69510701)","158121500",2012-02-27,2,"01126156","Rock Creek",0.08,"17120008003082",1,"yes","531-09-I",NA,9.55062509245,24058275,"GE REVISIT; On FAC; did not move; is on unnamed Trib 30-170m from Rock Cr COMIDs",NA,278,"AMBIGUOUS; Could be Ref; did not move Station; is on Trib; consider re-run",7260,1489500.00000045,1.48950000000045,4.4237953009936,2.96998677475144,6.38317577894678,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"NO","E","NBR","N"
"275",590,NA,NA,938,164019,"531-09-I_edit","531-09-I:Rock 33_edit","OR",2016-07-16,"USFS_502","Surber net",0.74,80,"Northern Basin and Range",42.47145227,-119.7112789,"c(-1917443.52727317","2404089.69510701)","158121500",2012-02-27,2,"01126156","Rock Creek",0.08,"17120008003082",1,"yes","531-09-I_edit",NA,9.55062509245,24058275,"GE REVISIT; On FAC; did not move; is on unnamed Trib 30-170m from Rock Cr COMIDs","FAIL; may need to move point to Rock...AMBIGUOUS",1,NA,13919.9999999963,6083100.00000101,6.08310000000101,4.4237953009936,0.727227121203476,6.38317577894678,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","E","NBR","Y"
"276",310,332,279,749,164022,"531-12-I","531-12-I:Bond 38","OR",2016-07-15,"USFS_502","Surber net",0.74,80,"Northern Basin and Range",42.49444972,-119.6875237,"c(-1914928.28471747","2406102.16357559)","158121486",2012-02-27,2,"01117922","Bond Creek",1.41,"17120008003041",1,"yes","531-12-I",NA,49.9867412029,24058291,"Moved W to nearest FAC",NA,279,"OK",12180.0000000037,4969800.00000123,4.96980000000123,1.03629006786618,0.2085174590257,2.66131847267287,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","E","NBR","Y"
"277",313,335,280,750,164778,"PR-TR-011","Mid DMA SF Crooked","OR",2016-09-13,"BLM-AIM","Surber net",0.744,11,"Blue Mountains",43.96863,-120.04466,"c(-1901978.71884051","2572726.01135064)","162225872",2012-02-22,2,"01166713","South Fork Crooked River",0.006,"17070303000030",1,"yes","PR-TR-011",NA,63.9373761774,23708447,"On FAC",NA,280,"OK; no glitches; pretty complicated FAC in the SW valley",441899.999999985,2459001600,2459.0016,2526.26574476004,1.02735425009892,1153.75049013373,504,0.204961233046778,0,0,8,0.00325335290550441,2,0.000813338226376103,31.0667786300404,1.2633899315088,3.9129860206577,0.159129055493811,1,0,0,1,0,0,1,"NO","E","BM","N"
"278",314,336,281,751,164780,"PR-TR-013","MIM 204 DMA Paulina Creek","OR",2016-09-23,"BLM-AIM","Surber net",0.744,11,"Blue Mountains",44.253265,-120.036126,"c(-1893377.00703654","2603280.17660716)","145323011",2012-02-22,2,"01147500","Paulina Creek",3.566,"17070303000292",1,"yes","PR-TR-013",NA,94.3628549178,23709035,"On FAC",NA,281,"OK",33539.9999999963,28340999.9999995,28.3409999999995,52.3277940288527,1.84636371436623,21.2548321367584,14,0.493983980805201,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E","BM","N"
"279",315,337,282,752,164781,"PR-TR-014","MIM 203 DMA Paulina Creek","OR",2016-09-28,"BLM-AIM","Surber net",0.744,11,"Blue Mountains",44.234961,-120.012552,"c(-1892069.78418158","2600835.30283449)","145323011",2012-02-22,2,"01147500","Paulina Creek",3.566,"17070303000292",1,"yes","PR-TR-014",NA,10.6396966092,23709035,"Moved N to nearest FAC",NA,282,"OK",36120.0000000037,34854299.9999985,34.8542999999985,57.1585216044304,1.63992740076355,24.2299660479663,14,0.401672103585515,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E","BM","N"
"280",316,338,283,753,164879,"2017ORMCM1001","McMullin Creek","OR",2017-07-27,"USFS_504","Kick net",0.74,78,"Klamath Mountains",42.216916544,-123.56417724,"c(-2229001.35904699","2460718.07720597)","166268862",2012-02-20,2,"01146026","McMullin Creek",0.414,"17100311011882",1,"yes","2017ORMCM1001",NA,65.275471284,23945803,"Moved W to nearest FAC; matched COMID at confluence",NA,283,"AMBIGUOUS; at confluence; small watershed fair amount of logging/roads",17879.9999999925,10432800.0000006,10.4328000000006,49.4598415165211,4.74080223109024,4.90738275439529,10,0.958515451269019,0,0,0,0,0,0,0,0,0.355289570430336,3.40550542932209,0,0,1,0,1,1,1,"NO","W","KlMt","N"
"281",317,339,284,754,167345,"PIBO:3564","Lower Camp","OR",2017-08-23,"USFS_502","Surber net",0.74,11,"Blue Mountains",44.05733111,-119.0542002,"c(-1822832.44016524","2562904.75495721)","148026460",2012-02-26,2,"01139223","Camp Creek",0.419,"17120002002810",1,"yes","PIBO:3564",NA,77.8451812266,24007370,"Moved N to nearest FAC",NA,284,"OK",59219.9999999888,88278299.9999969,88.2782999999969,272.885726059067,3.09119824531144,39.0238621834299,39,0.441784674149835,0,0,0,0,0,0,0,0,0.846422556373641,0.958811572463075,0,0,1,1,1,1,1,"NO","E","BM","N"
"282",318,340,285,755,167346,"PIBO:0972","Camp Creek","OR",2017-08-24,"USFS_502","Surber net",0.74,11,"Blue Mountains",44.0561,-119.0994,"c(-1826368.71371985","2563639.32702857)","148025933",2012-02-26,2,"01139223","Camp Creek",1.735,"17120002002145",1,"yes","PIBO:0972",NA,75.54354,24007374,"Moved S to nearest FAC",NA,285,"OK",38519.9999999851,38706300.0000004,38.7063000000004,117.969792427624,3.04781889324536,19.0088341779042,18,0.465040574790146,0,0,0,0,0,0,0,0,0.0072354462450701,0.01869320044817,0,0,1,1,1,1,1,"NO","E","BM","N"
"283",319,341,286,756,167347,"PIBO:3565","Upper Camp","OR",2017-08-25,"USFS_502","Surber net",0.74,11,"Blue Mountains",44.06624011,-119.1619535,"c(-1830943.51320641","2565940.32883999)","148030147",2012-02-26,2,"01139223","Camp Creek",1.646,"17120002001595",1,"yes","PIBO:3565",NA,84.4645048695,24007378,"On FAC",NA,286,"OK",21779.9999999888,13378500.0000011,13.3785000000011,32.8844407328186,2.45800655774682,5.37256558272865,6,0.44848077138689,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E","BM","N"
"284",320,342,287,757,167348,"PIBO:3566","Crooked","OR",2017-08-24,"USFS_502","Surber net",0.74,11,"Blue Mountains",44.0267745,-119.105519,"c(-1827630.17915682","2560583.0985089)","148030331",2012-02-26,2,"01140466","Crooked Creek",0.772,"17120002002295",1,"yes","PIBO:3566",NA,54.7854697354,24008656,"Moved S to nearest FAC; name ""Crooked Creek""",NA,287,"OK",28140,17871299.9999991,17.8712999999991,61.3231635631009,3.4313767640353,6.60570627672179,8,0.447645106959225,0,0,0,0,0,0,0,0,0.237317092439173,1.32792294035232,0,0,1,1,1,1,1,"NO","E","BM","N"
"285",323,345,288,758,167349,"PIBO:3567","Lower Scotty","OR",2017-08-26,"USFS_502","Surber net",0.74,11,"Blue Mountains",44.13247641,-119.1527825,"c(-1828451.5013074","2572930.59200667)","148029485",2012-02-26,2,"01149182","Scotty Creek",1.061,"17120002000188",1,"yes","PIBO:3567",NA,69.4367463538,24007338,"On FAC",NA,288,"OK",36780,35848800.0000017,35.8488000000017,102.227986210472,2.85164318500109,20.5457331285604,24,0.669478476266956,0,0,0,0,0,0,0,0,0.0280113526239796,0.0781374903036594,0,0,1,1,1,1,1,"NO","E","BM","N"
"286",325,347,289,759,167350,"PIBO:3568","Mid Scotty","OR",2017-08-25,"USFS_502","Surber net",0.74,11,"Blue Mountains",44.12295424,-119.1725243,"c(-1830235.87002079","2572280.37587549)","148030080",2012-02-26,2,"01149182","Scotty Creek",0.656,"17120002001440",1,"yes","PIBO:3568",NA,91.3363866868,24007340,"Moved 50m E to nearest FAC",NA,289,"OK",35160.0000000037,27687599.9999998,27.6875999999998,77.2863569098634,2.7913707547734,15.3649169396789,19,0.686227769831988,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E","BM","N"
"287",588,NA,NA,760,167351,"PIBO:3569","S.F. Antelope","OR",2017-08-23,"USFS_502","Surber net",0.74,11,"Blue Mountains",44.09714469,-118.8955999,"c(-1809477.5973565","2564183.89254922)","148030747",2012-02-26,2,"01149922","South Fork Antelope Creek",1.234,"17120002004140",1,"yes","PIBO:3569",NA,62.9258227031,24008648,"Moved 60m N to nearest FAC","FAIL; resnapped and run again",3,NA,22380.0000000075,13114799.9999997,13.1147999999997,32.3153058807875,2.46403344929303,7.09624981465012,10,0.762497331259358,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E","BM","N"
"288",327,349,291,761,167352,"PIBO:3570","Little Bear","OR",2017-08-22,"USFS_502","Surber net",0.74,11,"Blue Mountains",44.16006186,-118.7450637,"c(-1796146.42053127","2568141.43752805)","148028110",2012-02-26,2,"01145089","Little Bear Creek",1.463,"17120002004963",1,"yes","PIBO:3570",NA,18.6496615634,24007686,"On FAC",NA,291,"OK",18060.0000000037,11485800.0000002,11.4858000000002,29.1742207011415,2.5400251354839,6.43997283596936,9,0.78357624196833,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E","BM","N"
"289",330,352,292,762,167360,"PIBO:3573","Upper Silver","OR",2017-08-27,"USFS_502","Surber net",0.74,11,"Blue Mountains",43.89328732,-119.6812681,"c(-1875908.24928412","2557363.4234614)","149763285",2012-02-26,2,"01149487","Silver Creek",1.06,"17120004000201",1,"yes","PIBO:3573",NA,6.79170625471,24017977,"REVISIT;  Moved 100m N to nearest FAC; updated COMID from 24017975; equidistant at confluence",NA,292,"OK",49559.9999999702,55170900.0000033,55.1709000000033,138.385743431094,2.50831042145562,38.8716591516839,24,0.435011935639958,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E","BM","N"
"290",331,353,293,763,167361,"PIBO:3558","Upper Willow 50","OR",2017-07-29,"USFS_502","Surber net",0.74,80,"Northern Basin and Range",42.52409156,-119.7322106,"c(-1917646.55712766","2410214.32274707)","165073328",2012-02-27,2,"01129135","Willow Creek",0.81,"17120008000185",1,"yes","PIBO:3558",NA,55.8102923099,24057437,"On FAC",NA,293,"OK",11880,4938300.00000145,4.93830000000145,1.52671299222207,0.309157603268659,2.26753213015072,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","E","NBR","Y"
"291",332,354,294,764,167362,"PIBO:3559","Guano North 80","OR",2017-07-25,"USFS_502","Surber net",0.74,80,"Northern Basin and Range",42.42265138,-119.7217151,"c(-1919617.64946384","2399013.47381291)","158121305",2012-02-27,2,"01121474","Guano Creek",0.318,"17120008000057",1,"yes","PIBO:3559",NA,38.628309495,24057163,"REVISIT; On FAC; updated COMID from 24057161 which is 180m S of point",NA,294,"OK",20159.9999999963,12934799.9999983,12.9347999999983,11.6138323817468,0.897874909681505,9.08796487437809,2,0.154621640844873,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,"NO","E","NBR","N"
"292",333,355,295,765,167363,"PIBO:3560","Stockade 87","OR",2017-07-27,"USFS_502","Surber net",0.74,80,"Northern Basin and Range",42.419959,-119.742228,"c(-1921317.36107287","2399136.32602679)","158121436",2012-02-27,2,"01127622","Stockade Creek",2.015,"17120008000758",1,"yes","PIBO:3560",NA,98.4171492936,24058611,"REVISIT; On FAC; no COMID ('0'); updated to 24058611",NA,295,"OK",14999.9999999925,6274800.00000011,6.27480000000011,4.45876407992393,0.710582660789802,5.21434451255781,2,0.318735258494289,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,"NO","E","NBR","N"
"293",334,356,296,766,167403,"EASTFORK","East Fork","OR",2017-10-27,"BLM-OR-110","Surber net",0.74,78,"Klamath Mountains",42.1523,-122.711,"c(-2163869.72031967","2434065.07922338)","{FAA35630-60BA-47BE-B330-7533A2F0816C}",2014-06-14,2,"01141529","East Fork Ashland Creek",0.38571276,"17100308042844",1,"yes","EASTFORK",NA,3.79065968049,23931320,"REVISIT; On FAC; no COMID ('0'); updated to 23931320 match name (""East Fork Ashland Cr"") and location",NA,296,"OK",30900.0000000075,20909700.0000011,20.9097000000011,25.5267807588068,1.22081047355081,11.2786229666846,1,0.0478246938023954,0,0,0,0,0,0,0,0,0.751300607324636,3.59307214988544,0,1,1,0,1,1,1,"NO","W","KlMt","N"
"294",335,357,297,767,167695,"IN-SS-064","ANTELOPE CREEK NR JUNIPER CANYON RD","OR",2017-06-10,"BLM-AIM","Surber net",1.023,11,"Blue Mountains",44.163533,-120.72158,"c(-1948738.44177681","2607461.19222924)","160099894",2012-02-22,2,"01116969","Antelope Creek",0.034,"17070304000720",1,"yes","IN-SS-064",NA,44.8404277377,24516084,"On FAC",NA,297,"OK",22800.0000000186,15026399.9999992,15.0263999999992,32.8070252976253,2.1832924251735,4.4912219505404,3,0.199648618431571,0,0,0,0,0,0,0,0,0.639849733355114,4.25817050893859,0,0,1,0,1,1,1,"NO","E","BM","N"
"295",337,359,298,768,167696,"PR-LS-14091","BEAR CREEK","OR",2017-06-28,"BLM-AIM","Surber net",1.023,11,"Blue Mountains",43.975119,-120.688976,"c(-1951623.13220153","2586489.60340623)","160093205",2012-02-22,2,"01137682","Bear Creek",0.494,"17070304001548",1,"yes","PR-LS-14091",NA,74.8887418949,24515538,"On FAC",NA,298,"OK",126359.999999996,294139799.999999,294.139799999999,368.741089020672,1.25362527961423,178.021811900487,98,0.333174905266137,0,0,4,0.0135989757251484,1,0.00339974393128711,0.549603685798481,0.186851179540641,0.147806221559087,0.0502503304751983,0,0,0,1,0,0,1,"NO","E","BM","N"
"296",338,360,299,769,167698,"PR-LS-15727","CAMP CREEK","OR",2017-08-25,"BLM-AIM","Surber net",1.023,11,"Blue Mountains",44.005967,-120.150857,"c(-1909151.09863153","2578886.07621248)","160097527",2012-02-22,2,"01139224","Camp Creek",0.163,"17070304000125",1,"yes","PR-LS-15727",NA,92.8707432109,24515758,"On FAC",NA,299,"OK",145920.000000022,370911599.999998,370.911599999998,461.183646608286,1.24337887142998,217.473618746646,119,0.32083116300488,0,0,6,0.0161763611599099,1,0.00269606019331832,0.433661868419435,0.116917850080568,0,0,0,0,0,1,0,0,1,"NO","E","BM","N"
"297",339,361,300,770,167699,"PR-SS-12255","LOOKOUT CREEK","OR",2017-07-29,"BLM-AIM","Surber net",1.023,11,"Blue Mountains",44.314781,-120.235878,"c(-1907041.13851909","2613910.49700253)","146966635",2012-02-22,2,"01145461","Lookout Creek",0.594,"17070304002055",1,"yes","PR-SS-12255",NA,29.35429,24516368,"Moved E to nearest FAC",NA,300,"OK",34439.9999999925,19461599.9999998,19.4615999999998,31.6470628933733,1.62612852454955,17.2677545931521,8,0.41106589386279,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E","BM","N"
"298",340,362,301,771,167700,"PR-SS-12511","ROBA CREEK","OR",2017-07-28,"BLM-AIM","Surber net",1.023,11,"Blue Mountains",44.249447,-119.985025,"c(-1889543.86878983","2601851.05845915)","162213440",2012-02-22,2,"01148531","Roba Creek",2.497,"17070303000734",1,"yes","PR-SS-12511",NA,60.70746,23709985,"On FAC",NA,301,"OK",27119.9999999888,20955599.9999975,20.9555999999975,51.4244008197493,2.45396938382845,16.0141410904973,15,0.715799118135572,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E","BM","N"
"299",342,364,302,772,167703,"PR-LS-16415","LITTLE DESCHUTES RIVER","OR",2017-08-24,"BLM-AIM","Surber net",1.023,9,"Eastern Cascades Slopes and Foothills",43.685059,-121.508585,"c(-2023455.57523791","2572395.88108371)","148761619",2013-11-10,2,"01145148","Little Deschutes River",2.82910118,"17070302000022",1,"yes","PR-LS-16415",NA,76.8707473121,23706200,"Moved 90m N to nearest FAC",NA,302,"???; Screwy delin in E flats; not ref as Station is in suburbs of La Pine",378900,2232792000,2232.792,6098.10233434961,2.73115558204688,839.185730598171,629,0.281710074203061,49.2519744946734,5.86901953868623,17,0.00761378578927191,4,0.00179147900924045,3.57830895990228,0.160261634756049,26.8097232392206,1.20072641066524,0,0,0,1,2,0,2,"Trash","E","EC","N"
"300",344,366,303,773,167704,"PR-RV-13055","JOHN DAY RIVER","OR",2017-09-09,"BLM-AIM","Surber net",0.744,10,"Columbia Plateau",45.643318,-120.490011,"c(-1888917.81613949","2761994.27471652)","150742712",2012-02-22,2,"01144304","John Day River",0.61,"17070204000018",1,"yes","PR-RV-13055",NA,16.2899984658,23685408,"REVISIT; On FAC; updated COMID from 23685406 which is 180m to NW",NA,303,"CANAL; Very big; not Ref likely; NHD discrepancy in N; canal from Willow Cr; ignore",1293419.99999994,20406902400,20406.9024,29613.8195379117,1.45116681392624,15513.2104807978,7209,0.353262825425186,106.822162158682,0.688588363388134,175,0.00857552981681335,17,0.000833051467919012,1056.22084453257,5.17580191167362,203.522958363186,0.997324113056894,0,0,0,1,2,0,0,"Trash","E","ColPl","N"
"301",346,368,304,774,167705,"PR-RV-14415","JOHN DAY RIVER","OR",2017-09-29,"BLM-AIM","Surber net",1.023,10,"Columbia Plateau",45.530453,-120.362893,"c(-1882509.48496446","2747342.72433166)","150742285",2012-02-22,2,"01144304","John Day River",0.086,"17070204006401",1,"yes","PR-RV-14415",NA,63.1068120826,23685514,"On FAC",NA,304,"CANAL; very big delin; difficult",1294739.99999988,18307213200,18307.2132,27170.2697464364,1.48412920358826,13971.9213938523,6562,0.358437951659404,106.822162158682,0.764548834390696,139,0.00759263567215135,14,0.000764725895036826,425.268827347975,2.32295774732101,165.428675680268,0.903625657673927,0,0,0,1,2,0,0,"Trash","E","ColPl","N"
"302",347,369,305,775,167706,"PR-LS-13679","SOUTH FORK JOHN DAY RIVER","OR",2017-07-14,"BLM-AIM","Surber net",0.744,11,"Blue Mountains",44.136581,-119.493946,"c(-1854735.30464","2579985.70621585)","158560681",2012-02-22,2,"01149981","South Fork John Day River",0.232,"17070201000169",1,"yes","PR-LS-13679",NA,14.2304,23822047,"On FAC",NA,305,"OK",171059.999999978,629622900.000001,629.622900000001,988.982223716452,1.57075326154187,454.930105713483,276,0.438357626445924,0,0,2,0.00317650453946322,0,0,0.984108045496979,0.156301183692171,5.69331944202016,0.904242752609562,0,0,0,1,0,1,1,"NO","E","BM","N"
"303",348,370,306,776,167708,"PR-LS-16031","SOUTH FORK JOHN DAY RIVER","OR",2017-08-27,"BLM-AIM","Surber net",0.744,11,"Blue Mountains",44.317376,-119.554789,"c(-1854495.93992711","2600711.35740872)","158556994",2012-02-22,2,"01149981","South Fork John Day River",0.375,"17070201019677",1,"yes","PR-LS-16031",NA,77.5917128076,23821983,"On FAC",NA,306,"OK",271799.999999948,1360324800,1360.3248,2285.1700183139,1.67987087959721,1030.46356386643,643,0.472681230247364,0,0,4,0.00294047421615779,0,0,1.13292915212211,0.0832837240137142,5.76664901047787,0.42391706822355,0,0,0,1,0,1,1,"NO","E","BM","N"
"304",349,371,307,777,167709,"PR-LS-16303","INDIAN CREEK","OR",2017-08-27,"BLM-AIM","Surber net",0.744,11,"Blue Mountains",44.369009,-118.738823,"c(-1790143.69907761","2590648.8031323)","158549928",2012-02-22,2,"01144035","Indian Creek",0.62,"17070201000443",1,"yes","PR-LS-16303",NA,16.04202988,23822603,"On FAC",NA,307,"OK",35580,34761600.0000029,34.7616000000029,2.41523564215664,0.0694799906263359,22.0343834927174,0,0,0,0,1,0.0287673754947965,0,0,0,0,0,0,1,1,1,1,0,1,1,"NO","E","BM","N"
"305",350,372,308,778,167710,"PR-RV-14271","NORTH FORK JOHN DAY RIVER","OR",2017-07-31,"BLM-AIM","Surber net",0.744,11,"Blue Mountains",44.947564,-119.292565,"c(-1817237.84221721","2663708.78491369)","160241332",2012-02-22,2,"01146969","North Fork John Day River",0.163,"17070202000088",1,"yes","PR-RV-14271",NA,88.449404101,23670799,"Moved 70m SE to nearest FAC",NA,308,"CANAL; Very big; not Ref likely; NHD discrepancy in N; canal from Willow Cr; ignore",453959.999999955,3115882799.99999,3115.88279999999,5595.59896372718,1.79583101255516,2622.9058967749,1118,0.358806820333552,21.2060123606475,0.808493068192885,26,0.0083443446589198,4,0.00128374533214151,1.53331625300996,0.0492096895624561,25.743514115527,0.82620290196817,0,0,0,1,2,0,0,"Trash","E","BM","N"
"306",352,374,309,779,167712,"PR-SS-11887","STRAIGHT CREEK","OR",2017-07-18,"BLM-AIM","Surber net",0.744,11,"Blue Mountains",44.675041,-119.469622,"c(-1838187.23835007","2637688.59327995)","160230268",2012-02-22,2,"01127648","Straight Creek",1.503,"17070202001308",1,"yes","PR-SS-11887",NA,52.3072382317,23673545,"Moved E to nearest FAC",NA,309,"OK",14580,5944499.9999995,5.9444999999995,15.1369873789051,2.54638529378524,3.50444040442417,1,0.168222726890417,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E","BM","N"
"307",353,375,310,780,167713,"PR-SS-11903","BIRCH CREEK","OR",2017-07-09,"BLM-AIM","Surber net",0.744,11,"Blue Mountains",44.938489,-119.380859,"c(-1824233.06273319","2664420.72059686)","160231919",2012-02-22,2,"01138148","Birch Creek",0.282,"17070202026875",1,"yes","PR-SS-11903",NA,51.714021308,23672899,"Moved E to nearest FAC",NA,310,"OK",11879.9999999888,4602600.00000101,4.60260000000101,6.75423963463972,1.46748351684662,2.55715266690364,1,0.217268500412762,0,0,0,0,0,0,0,0,0.0397049360576294,0.862663191622576,0,0,1,1,1,1,1,"NO","E","BM","N"
"308",355,377,311,781,167715,"PR-RV-12799","JOHN DAY RIVER","OR",2017-09-05,"BLM-AIM","Surber net",0.744,10,"Columbia Plateau",45.128047,-120.464233,"c(-1901557.97474506","2706085.43775223)","150743242",2012-02-22,2,"01144304","John Day River",0.082,"17070204000165",1,"yes","PR-RV-12799",NA,68.8227712638,23685762,"Moved W to nearest FAC",NA,311,"CANAL; Very big; not Ref likely; NHD discrepancy in N; canal from Willow Cr; ignore",1117799.99999997,16160464800,16160.4648,25301.2674842207,1.56562746166934,12412.5267618739,6194,0.383281055134008,106.822162158682,0.860599652335052,128,0.00792056426495852,12,0.000742552899839861,72.2797427412643,0.447262771435041,147.509326291069,0.912778983257146,0,0,0,1,2,0,0,"Trash","E","ColPl","N"
"309",357,379,312,782,167716,"PR-RV-14159","JOHN DAY RIVER","OR",2017-09-19,"BLM-AIM","Surber net",0.744,10,"Columbia Plateau",45.381072,-120.531405,"c(-1899479.56777737","2734637.89528374)","150742998",2012-02-22,2,"01144304","John Day River",2.009,"17070204000088",1,"yes","PR-RV-14159",NA,45.0457875801,23685586,"On FAC",NA,312,"CANAL; Very big; not Ref likely; NHD discrepancy in N; canal from Willow Cr; ignore",1259099.9999999,17797481100,17797.4811,26755.0956833568,1.50330799808276,13621.7154249737,6485,0.364377406193734,106.822162158682,0.784204917119594,137,0.00769771852714596,13,0.000730440444181733,287.066232063367,1.6129598927534,157.232836253785,0.883455559639757,0,0,0,1,2,0,0,"Trash","E","ColPl","N"
"310",359,381,313,783,167717,"PR-RV-14847","JOHN DAY","OR",2017-09-23,"BLM-AIM","Surber net",0.744,10,"Columbia Plateau",45.221453,-120.544465,"c(-1905001.56296013","2717738.51283945)","150743146",2012-02-22,2,"01144304","John Day River",0.2,"17070204000117",1,"yes","PR-RV-14847",NA,24.5463413824,23685648,"Moved NE to nearest FAC",NA,313,"CANAL; Very big; not Ref likely; NHD discrepancy in N; canal from Willow Cr; ignore",1216439.99999996,17289655200,17289.6552,26402.2019242766,1.52705196366649,13255.8749525549,6424,0.371551654772155,106.822162158682,0.805847690484538,134,0.00775029914997958,13,0.000751894693654735,185.391841883247,1.07227032429916,153.78392942685,0.889456311580175,0,0,0,1,2,0,0,"Trash","E","ColPl","N"
"311",360,382,314,784,167718,"PR-LS-13759","STONY CREEK","OR",2017-07-06,"BLM-AIM","Surber net",0.744,11,"Blue Mountains",45.011324,-119.162609,"c(-1805588.78164034","2668116.26196693)","160250381",2013-11-11,2,"01150454","Stony Creek",0.31717577,"17070202000396",1,"yes","PR-LS-13759",NA,76.2128078569,23671457,"On FAC",NA,314,"OK",64860.0000000037,82680299.9999994,82.6802999999994,209.671679701023,2.53593273973395,70.3246715178136,42,0.50798074027308,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E","BM","N"
"312",361,383,315,785,167719,"PR-LS-15807","MATLOCK CREEK","OR",2017-08-02,"BLM-AIM","Surber net",0.744,11,"Blue Mountains",45.038785,-119.15655,"c(-1804388.63984033","2670966.52061871)","160248205",2012-02-22,2,"01145869","Matlock Creek",0.246,"17070202027333",1,"yes","PR-LS-15807",NA,63.0506824157,23671463,"On FAC",NA,315,"OK",42659.9999999963,34968599.9999967,34.9685999999967,89.0542019371849,2.54669051483884,34.0261881374759,21,0.600538769067163,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"NO","E","BM","N"
