"","OrgID","MLocId","StationDes","Lat_DD","Long_DD","HUC8_Name","HUC12_Name","GNIS_Name","EcoRegion2","EcoRegion3","EcoRegion4","COMID","rdden_km_km2","xings_km2","P_AgLand","P_Urban21Land","mines","grvl_mn_km2","P_canal","rd_Status","xing_Status","Ag_Status","Urb21L_Status","mines_status","gmines_status","canal_status","ref.status_2020","WorE","Eco3","ref.status_2020.yn"
"202","OregonDEQ","37170-ORDEQ","Condon Creek at 360 ft. elevation (Siuslaw Basin)",44.10062935,-123.9853587,"Siuslaw","Lower North Fork Siuslaw River","Condon Creek","MARINE WEST COAST FOREST",1,"1g",23889904,0.877209843028784,0,0,1.92756164664345,0,0,0,1,1,1,0,1,1,1,"Not","W","CoRa","N"
"203","OregonDEQ","37153-ORDEQ","Wilhelm Creek at 280 ft. elevation (Siuslaw Basin)",44.124289,-123.967084,"Siuslaw","Upper North Fork Siuslaw River","Wilhelm Creek","MARINE WEST COAST FOREST",1,"1g",23889898,0.893994291827471,0,0.0133643445272199,2.11533244510132,0,0,0,1,1,0,0,1,1,1,"Not","W","CoRa","N"
"204","OregonDEQ","37163-ORDEQ","Porter Creek at 600 ft. elevation (Siuslaw Basin)",44.11836201,-123.9413023,"Siuslaw","Upper North Fork Siuslaw River","Porter Creek","MARINE WEST COAST FOREST",1,"1g",23889996,1.62113681428193,0,0,4.33180668476231,0,0,0,0,1,1,0,1,1,1,"Not","W","CoRa","N"
"205","OregonDEQ","37156-ORDEQ","North Fork Siuslaw River at 130 ft. elevation (Siuslaw Basin)",44.1171274,-123.9284012,"Siuslaw","Upper North Fork Siuslaw River","North Fork Siuslaw River","MARINE WEST COAST FOREST",1,"1g",23889896,1.73209268812621,0.253926796532083,0.163404263227217,4.16100664032088,0,0,0,0,0,0,0,1,1,1,"Not","W","CoRa","N"
"206","OregonDEQ","37155-ORDEQ","North Fork Siuslaw River at 200 ft. elevation (Siuslaw Basin)",44.1326322,-123.9139224,"Siuslaw","Upper North Fork Siuslaw River","North Fork Siuslaw River","MARINE WEST COAST FOREST",1,"1g",23889896,1.67191992303662,0.268795527242433,0.149181743237023,3.84039281228508,0,0,0,0,0,0,0,1,1,1,"Not","W","CoRa","N"
"207","OregonDEQ","37161-ORDEQ","North Fork Siuslaw River at 160 ft. elevation (Siuslaw Basin)",44.12208366,-123.9196913,"Siuslaw","Upper North Fork Siuslaw River","North Fork Siuslaw River","MARINE WEST COAST FOREST",1,"1g",23889896,1.72552597534253,0.262133995408909,0.168685672294486,4.12472571875822,0,0,0,0,0,0,0,1,1,1,"Not","W","CoRa","N"
"208","OregonDEQ","33320-ORDEQ","Indian Creek (ODFW)",44.15122793,-123.8317261,"Siuslaw","Upper Indian Creek","Indian Creek","MARINE WEST COAST FOREST",1,"1g",23889856,1.54915659550126,0.179624315743615,0.243359913628194,5.16431146181212,0,0,0,0,0,0,0,1,1,1,"Not","W","CoRa","N"
"209","OregonDEQ","38118-ORDEQ","Bear Creek at RM 2.3",44.16065142,-123.6775468,"Siuslaw","Upper Deadwood Creek","Bear Creek","MARINE WEST COAST FOREST",1,"1g",23889908,1.08845509237062,0,0,2.07016321922564,0,0,0,1,1,1,0,1,1,1,"Not","W","CoRa","N"
"210","OregonDEQ","37185-ORDEQ","Morris Creek at 320 ft. elevation (Big Elk Creek Sub-basin)",44.07437788,-124.0344733,"Siuslaw","Lower North Fork Siuslaw River","Morris Creek","MARINE WEST COAST FOREST",1,"1g",23890136,1.62066159468182,0,0,3.0925154662371,0,0,0,0,1,1,0,1,1,1,"Not","W","CoRa","N"
"211","OregonDEQ","37169-ORDEQ","Condon Creek at 195 ft. elevation (Siuslaw Basin)",44.08733738,-123.9840281,"Siuslaw","Lower North Fork Siuslaw River","Condon Creek","MARINE WEST COAST FOREST",1,"1g",23889904,1.29100657437994,0.201251786109595,0,2.59891076493245,0,0,0,0,0,1,0,1,1,1,"Not","W","CoRa","N"
"212","OregonDEQ","23823-ORDEQ","Condon Creek at River Mile 4.4 (Siuslaw, North Fork)",44.08623253,-123.9844298,"Siuslaw","Lower North Fork Siuslaw River","Condon Creek","MARINE WEST COAST FOREST",1,"1g",23889904,1.26556237520463,0.197285353535371,0,2.54768933472902,0,0,0,0,0,1,0,1,1,1,"Not","W","CoRa","N"
"213","OregonDEQ","37159-ORDEQ","North Fork Siuslaw River at 50 ft. elevation (Siuslaw Basin)",44.08328767,-123.9691204,"Siuslaw","Upper North Fork Siuslaw River","North Fork Siuslaw River","MARINE WEST COAST FOREST",1,"1g",23889890,1.67401981210278,0.232557057874147,0.787308292263931,4.13337920828548,0,0,0,0,0,0,0,1,1,1,"Not","W","CoRa","N"
"214","OregonDEQ","37158-ORDEQ","North Fork Siuslaw River at 40 ft. elevation (Siuslaw Basin)",44.0759229,-123.9633223,"Siuslaw","Upper North Fork Siuslaw River","North Fork Siuslaw River","MARINE WEST COAST FOREST",1,"1g",23889890,1.66735559960453,0.229306256850519,0.791118630447174,4.13946477160324,0,0,0,0,0,0,0,1,1,1,"Not","W","CoRa","N"
"215","OregonDEQ","37154-ORDEQ","North Fork Siuslaw River at 120 ft. elevation (Siuslaw Basin)",44.10182832,-123.9364423,"Siuslaw","Upper North Fork Siuslaw River","North Fork Siuslaw River","MARINE WEST COAST FOREST",1,"1g",23889894,1.73892901212126,0.22707661565012,0.118352318172056,4.32989793420137,0,0,0,0,0,0,0,1,1,1,"Not","W","CoRa","N"
"216","OregonDEQ","37157-ORDEQ","North Fork Siuslaw River at 80 ft. elevation (Siuslaw Basin)",44.09197064,-123.9558791,"Siuslaw","Upper North Fork Siuslaw River","North Fork Siuslaw River","MARINE WEST COAST FOREST",1,"1g",23889890,1.69015860086954,0.224635448757444,0.731161323074846,4.14070548590902,0,0,0,0,0,0,0,1,1,1,"Not","W","CoRa","N"
"217","OregonDEQ","37168-ORDEQ","McLeod Creek at 120 ft. elevation (Siuslaw Basin)",44.07572589,-123.9185903,"Siuslaw","Upper North Fork Siuslaw River","McLeod Creek","MARINE WEST COAST FOREST",1,"1g",23889976,1.35252448355528,0.0685659432959687,0,2.37558947806949,0,0,0,0,1,1,0,1,1,1,"Not","W","CoRa","N"
"218","OregonDEQ","37167-ORDEQ","McLeod Creek at 310 ft. elevation (Siuslaw Basin)",44.09631817,-123.8919174,"Siuslaw","Upper North Fork Siuslaw River","McLeod Creek","MARINE WEST COAST FOREST",1,"1g",23889976,1.47133693214021,0,0,4.24295219388143,0,0,0,0,1,1,0,1,1,1,"Not","W","CoRa","N"
"219","OregonDEQ","37166-ORDEQ","McLeod Creek at 260 ft. elevation (Siuslaw Basin)",44.09393328,-123.8986703,"Siuslaw","Upper North Fork Siuslaw River","McLeod Creek","MARINE WEST COAST FOREST",1,"1g",23889976,1.62844759309067,0,0,2.97360596502348,0,0,0,0,1,1,0,1,1,1,"Not","W","CoRa","N"
"220","OregonDEQ","23826-ORDEQ","Deadwood Creek at River Mile 5.2 (Lake, Siuslaw)",44.12694733,-123.7577594,"Siuslaw","Lower Deadwood Creek","Deadwood Creek","MARINE WEST COAST FOREST",1,"1g",23889810,1.31539726704408,0.208894737941545,0.718364569186404,3.31965551310118,0,0,0,0,0,0,0,1,1,1,"Not","W","CoRa","N"
"221","OregonDEQ","34643-ORDEQ","Raleigh Cr at RM 0.14 (Deadwood Cr)",44.13854378,-123.7049528,"Siuslaw","Lower Deadwood Creek","Raleigh Creek","MARINE WEST COAST FOREST",1,"1g",23890084,0.0891327736072345,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","W","CoRa","Y"
"222","OregonDEQ","34642-ORDEQ","Fish Cr at RM 4.07",44.15785846,-123.5168179,"Siuslaw","Triangle Lake-Lake Creek","Fish Creek","MARINE WEST COAST FOREST",1,"1g",23889766,3.8572036451726,0,0,7.18464708483376,0,0,0,0,1,1,2,1,1,1,"Trash","W","CoRa","N"
"223","OregonDEQ","37218-ORDEQ","No. Fk. Siuslaw River @ ODFW prop. (RM. 9.7 from Hwy. 126)",44.05500557,-123.9901204,"Siuslaw","Lower North Fork Siuslaw River","North Fork Siuslaw River","MARINE WEST COAST FOREST",1,"1g",23889884,1.61961382772199,0.21407379512943,0.93477726723392,3.87592579264309,0,0,0,0,0,0,0,1,1,1,"Not","W","CoRa","N"
"224","OregonDEQ","38117-ORDEQ","Berkshire Creek at RM 0.2",44.05000197,-123.890598,"Siuslaw","Knowles Creek-Siuslaw River","Berkshire Creek","MARINE WEST COAST FOREST",1,"1g",23890138,0.785836096369065,0,0,0,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","W","CoRa","Y"
"225","OregonDEQ","33322-ORDEQ","Chappell Creek (ODFW)",44.1137898,-123.696522,"Siuslaw","Green Creek-Lake Creek","Almasie Creek","MARINE WEST COAST FOREST",1,"1g",23890108,2.06889550564399,0.65206051121556,0,0,0,0,0,0,0,1,1,1,1,1,"Not","W","CoRa","N"
"226","OregonDEQ","35688-ORDEQ","FISH CR AT RM 1.3",44.14268663,-123.5609991,"Siuslaw","Triangle Lake-Lake Creek","Fish Creek","MARINE WEST COAST FOREST",1,"1g",23889766,3.24455132212831,0.211388558594265,0,7.07762306391842,0,0,0,0,0,1,2,1,1,1,"Trash","W","CoRa","N"
"227","OregonDEQ","33642-ORDEQ","Siuslaw River at Tide boat ramp",44.06838091,-123.84282,"Siuslaw","Knowles Creek-Siuslaw River","Siuslaw River","MARINE WEST COAST FOREST",1,"1g",23889510,2.53809451458415,0.383711697697403,2.1359571901021,4.01785921693493,4,0,0,0,0,0,0,0,1,1,"Not","W","CoRa","N"
"228","OregonDEQ","34650-ORDEQ","Old Man Cr at Mouth",44.0538934,-123.8034559,"Siuslaw","Knowles Creek-Siuslaw River","Old Man Creek","MARINE WEST COAST FOREST",1,"1g",23890148,0.995094076646388,0,0,0.218743090551107,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","W","CoRa","Y"
"229","OregonDEQ","34671-ORDEQ","Nelson Cr at RM 1.95",44.0909232,-123.6455232,"Siuslaw","Green Creek-Lake Creek","Nelson Creek","MARINE WEST COAST FOREST",1,"1g",23889752,1.87300466482179,0.327640578285634,0.202270386006127,4.72628022266137,0,0,0,0,0,0,0,1,1,1,"Not","W","CoRa","N"
"230","OregonDEQ","12521-ORDEQ","Unnamed tributary entering Bernhardt Creek at River Mile 3.0",43.96318479,-123.9711468,"Siuslaw","Bernhardt Creek-Siuslaw River",NA,"MARINE WEST COAST FOREST",1,"1g",23890280,0.767426929182339,0,0,0.216183061056872,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","W","CoRa","Y"
"231","OregonDEQ","21861-ORDEQ","Sweet Creek at River Mile 1.97",44.00236196,-123.902421,"Siuslaw","Sweet Creek","Sweet Creek","MARINE WEST COAST FOREST",1,"1g",23889456,1.37791319096951,0.200026003380439,0.276124196236554,3.65112135744271,1,0,0,0,0,0,0,0,1,1,"Not","W","CoRa","N"
"232","OregonDEQ","29906-ORDEQ","Sweet Creek",43.99475282,-123.8981857,"Siuslaw","Sweet Creek","Sweet Creek","MARINE WEST COAST FOREST",1,"1g",23889456,1.38494864988765,0.209189703682777,0.288774148431635,3.74211532805612,1,0,0,0,0,0,0,0,1,1,"Not","W","CoRa","N"
"233","OregonDEQ","33318-ORDEQ","Hadsall Creek (ODFW)",44.00484453,-123.8375967,"Siuslaw","Knowles Creek-Siuslaw River","Hadsall Creek","MARINE WEST COAST FOREST",1,"1g",23889940,1.19785151940542,0.15786191818019,0,3.05035439032778,0,0,0,0,0,1,0,1,1,1,"Not","W","CoRa","N"
"234","OregonDEQ","25298-ORDEQ","Beaver Creek, Siuslaw",43.94719467,-123.8886622,"Siuslaw","Sweet Creek","Beaver Creek","MARINE WEST COAST FOREST",1,"1g",23890316,1.64558447065789,0.279735929282741,1.1091038911302,4.38834569811021,0,0,0,0,0,0,0,1,1,1,"Not","W","CoRa","N"
"235","OregonDEQ","34667-ORDEQ","Waite Cr (RM 0.93) Trib at RM 0.18",43.99210913,-123.711514,"Siuslaw","Turner Creek-Siuslaw River",NA,"MARINE WEST COAST FOREST",1,"1g",23890270,0.978881102754952,0,0,2.92022061675425,0,0,0,1,1,1,0,1,1,1,"Not","W","CoRa","N"
"236","OregonDEQ","38119-ORDEQ","Whittaker Creek TRIB (RM 3.4) at RM 0.8",43.95707828,-123.7095766,"Siuslaw","Whitaker Creek-Siuslaw River",NA,"MARINE WEST COAST FOREST",1,"1g",23890318,1.19444625819577,0,0,0,0,0,0,0,1,1,1,1,1,1,"Not","W","CoRa","N"
"237","OregonDEQ","35689-ORDEQ","WHITTAKER CR AT RM 3.8",43.95227771,-123.6939826,"Siuslaw","Whitaker Creek-Siuslaw River","Whittaker Creek","MARINE WEST COAST FOREST",1,"1g",23889562,2.69218914685585,0.543286339064975,0,2.96762330270299,0,0,0,0,0,1,0,1,1,1,"Not","W","CoRa","N"
"238","OregonDEQ","34670-ORDEQ","Potato Patch Cr at RM 0.97",43.99655563,-123.5902602,"Siuslaw","Lower Wildcat Creek","Potato Patch Creek","MARINE WEST COAST FOREST",1,"1g",23890262,2.58678863454741,0,0,0,0,0,0,0,1,1,1,1,1,1,"Not","W","CoRa","N"
"239","OregonDEQ","21862-ORDEQ","Wolf Creek at River Mile 2.39",43.96330404,-123.5973994,"Siuslaw","Lower Wolf Creek","Wolf Creek","MARINE WEST COAST FOREST",1,"1g",23889670,3.26087749764078,0.612397482306087,0.170503032386495,4.82574574489468,1,0,0,0,0,0,0,0,1,1,"Not","W","CoRa","N"
"240","OregonDEQ","29895-ORDEQ","Wildcat Creek",44.00407333,-123.484832,"Siuslaw","Upper Wildcat Creek","Wildcat Creek","MARINE WEST COAST FOREST",1,"1g",23889732,3.59363398999984,0.604897945075246,0,5.61932791231967,0,0,0,0,0,1,0,1,1,1,"Not","W","CoRa","N"
"241","OregonDEQ","33418-ORDEQ","Bell Creek (ODFW)",43.84111193,-124.0126319,"Siltcoos","Tahkenitch Lake-Frontal Pacific Ocean","Bell Creek","MARINE WEST COAST FOREST",1,"1b",23893497,1.10237058850768,0,0,0.274661251818909,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","W","CoRa","Y"
"242","OregonDEQ","35725-ORDEQ","SMITH R W BRANCH OF N FK AT RM 0.1",43.880592,-123.8771265,"Umpqua","Upper North Fork Smith River","West Branch North Fork Smith River","MARINE WEST COAST FOREST",1,"1g",24527728,1.72229881068024,0.343210944310611,0,4.41278716872234,0,0,0,0,0,1,0,1,1,1,"Not","W","CoRa","N"
"243","OregonDEQ","38126-ORDEQ","Smith River NF TRIB (RM 21.7) at RM 0.6",43.89142431,-123.8192328,"Umpqua","Upper North Fork Smith River",NA,"MARINE WEST COAST FOREST",1,"1g",24527722,1.22226351154879,0,0,3.81510147133032,0,0,0,0,1,1,0,1,1,1,"Not","W","CoRa","N"
"244","OregonDEQ","23827-ORDEQ","Siuslaw River at River Mile 60.1",43.93028413,-123.6073361,"Siuslaw","Whitaker Creek-Siuslaw River","Siuslaw River","MARINE WEST COAST FOREST",1,"1g",23889594,3.30320336512501,0.533243339388932,4.13859262362565,3.96716850553818,2,0,0,0,0,0,0,0,1,1,"Not","W","CoRa","N"
"245","OregonDEQ","33324-ORDEQ","Wolf Creek 1 (ODFW)",43.96195399,-123.5389348,"Siuslaw","Lower Wolf Creek","Wolf Creek","MARINE WEST COAST FOREST",1,"1g",23889678,3.34151871174576,0.657671010503498,0.203205261940849,4.88721317008054,1,0,0,0,0,0,0,0,1,1,"Not","W","CoRa","N"
"246","OregonDEQ","33325-ORDEQ","Wolf Creek 2 (ODFW)",43.94019735,-123.5258238,"Siuslaw","Lower Wolf Creek","Wolf Creek","MARINE WEST COAST FOREST",1,"1g",23889682,3.4384265239849,0.731749705013408,0.257495807698348,5.16722234478309,1,0,0,0,0,0,0,0,1,1,"Not","W","CoRa","N"
"247","OregonDEQ","38159-ORDEQ","Wildcat Creek at RM 17.6",43.9898288,-123.4533561,"Siuslaw","Upper Wildcat Creek","Wildcat Creek","MARINE WEST COAST FOREST",1,"1g",23889734,3.45666435199983,1.32709598221726,0,5.48067976840655,0,0,0,0,2,1,0,1,1,1,"Trash","W","CoRa","N"
"248","OregonDEQ","38160-ORDEQ","Wildcat Creek at RM 17.4",43.98817725,-123.4562305,"Siuslaw","Upper Wildcat Creek","Wildcat Creek","MARINE WEST COAST FOREST",1,"1g",23889734,3.43093417040029,1.29198966408299,0,5.65705979942117,0,0,0,0,2,1,0,1,1,1,"Trash","W","CoRa","N"
"249","OregonDEQ","33416-ORDEQ","Tahkenitch Lake (ODFW)",43.80222243,-124.1270575,"Siltcoos","Tahkenitch Lake-Frontal Pacific Ocean","Fivemile Creek","MARINE WEST COAST FOREST",1,"1a",23893319,1.18733597744743,0.110960205232004,0,2.11971157149164,0,0,0,0,0,1,0,1,1,1,"Not","W","CoRa","N"
"250","OregonDEQ","33327-ORDEQ","Esmond Creek, tributary A (ODFW)",43.8836014,-123.6580295,"Siuslaw","Esmond Creek","Esmond Creek","MARINE WEST COAST FOREST",1,"1g",23889584,2.3724425160304,0.0538903439281741,0,3.8252021951937,0,0,0,0,1,1,0,1,1,1,"Not","W","CoRa","N"
"251","OregonDEQ","34647-ORDEQ","Collins Cr at RM 0.49 (Siuslaw R)",43.89604169,-123.6038111,"Siuslaw","North Creek-Siuslaw River","Collins Creek","MARINE WEST COAST FOREST",1,"1g",23890452,1.50938466094429,0,0,3.25314215752984,0,0,0,0,1,1,0,1,1,1,"Not","W","CoRa","N"
"252","OregonDEQ","33328-ORDEQ","Clay Creek (ODFW)",43.90311988,-123.5669779,"Siuslaw","North Creek-Siuslaw River","Clay Creek","MARINE WEST COAST FOREST",1,"1g",23890472,1.46342636149844,0,0,3.31522607554783,0,0,0,0,1,1,0,1,1,1,"Not","W","CoRa","N"
"253","OregonDEQ","34646-ORDEQ","Clay Cr at RM 0.16 (Siuslaw R)",43.9028656,-123.5662846,"Siuslaw","North Creek-Siuslaw River","Clay Creek","MARINE WEST COAST FOREST",1,"1g",23890472,1.44279483986836,0,0,3.21014219985073,0,0,0,0,1,1,0,1,1,1,"Not","W","CoRa","N"
"254","OregonDEQ","12523-ORDEQ","Unnamed tributary entering Wolf Creek at River Mile 13.5",43.93536618,-123.5105268,"Siuslaw","Lower Wolf Creek",NA,"MARINE WEST COAST FOREST",1,"1g",23890400,3.23018090151508,0,0,0,0,0,0,0,1,1,1,1,1,1,"Not","W","CoRa","N"
"255","OregonDEQ","33423-ORDEQ","Railroad Creek (ODFW)",43.79977801,-123.9207319,"Umpqua","Lower North Fork Smith River","Railroad Creek","MARINE WEST COAST FOREST",1,"1g",24527852,3.12073506323928,0.573723465289657,0,4.08116103809919,0,0,0,0,0,1,0,1,1,1,"Not","W","CoRa","N"
"256","OregonDEQ","34712-ORDEQ","Spencer Cr (RM 2.41) Trib at RM 0.23",43.81026602,-123.8541964,"Umpqua","Spencer Creek-Smith River",NA,"MARINE WEST COAST FOREST",1,"1g",24527836,2.92490521409101,0.427775730843959,0,7.37183802393481,0,0,0,0,0,1,2,1,1,1,"Trash","W","CoRa","N"
"257","OregonDEQ","26956-ORDEQ","West Fork Smith River",43.852407,-123.7196427,"Umpqua","West Fork Smith River","West Fork Smith River","MARINE WEST COAST FOREST",1,"1g",24527530,2.29681436144206,0.197491365924345,0.0022217776003439,4.17134160280099,1,0,0,0,0,0,0,0,1,1,"Not","W","CoRa","N"
"258","OregonDEQ","34708-ORDEQ","Blackwell Cr at Mouth",43.80479304,-123.7525553,"Umpqua","Big Creek-Smith River","Blackwell Creek","MARINE WEST COAST FOREST",1,"1g",24527868,3.62723195627784,1.03939299449119,0,9.23219127061415,0,0,0,0,2,1,2,1,1,1,"Trash","W","CoRa","N"
"259","OregonDEQ","33330-ORDEQ","Siuslaw River (ODFW)",43.87135012,-123.4464812,"Siuslaw","Dogwood Creek-Siuslaw River","Siuslaw River","MARINE WEST COAST FOREST",1,"1g",23889636,3.55058987825452,0.601952023315855,6.17624495564359,3.77216969462387,1,0,0,0,0,0,0,0,1,1,"Not","W","CoRa","N"
"260","OregonDEQ","34664-ORDEQ","Russell Cr at RM 1.07",43.86448326,-123.3534653,"Siuslaw","Siuslaw Falls-Siuslaw River","Russell Creek","MARINE WEST COAST FOREST",3,"3d",23890514,3.90648753487899,0,0,4.51120666912221,0,0,0,0,1,1,0,1,1,1,"Not","W","WV","N"
"261","OregonDEQ","34645-ORDEQ","Russell Cr at RM 0.20",43.85495417,-123.3602795,"Siuslaw","Siuslaw Falls-Siuslaw River","Russell Creek","MARINE WEST COAST FOREST",3,"3d",23890518,3.35729916223325,0,0,3.92661062865851,0,0,0,0,1,1,0,1,1,1,"Not","W","WV","N"
"262","OregonDEQ","33333-ORDEQ","Simpson Creek (ODFW)",43.85268286,-123.3604171,"Siuslaw","Siuslaw Falls-Siuslaw River","Simpson Creek","MARINE WEST COAST FOREST",3,"3d",NA,5.41621838838859,0,0,0,0,0,0,2,1,1,1,1,1,1,"Trash","W","WV","N"
"263","OregonDEQ","34669-ORDEQ","Farman Cr at RM 2.15",43.85978299,-123.2599126,"Siuslaw","North Fork Siuslaw River","Farman Creek","MARINE WEST COAST FOREST",3,"3d",23889930,3.1171562347221,0.17371968591483,18.6082798487783,1.13792878113374,0,0,0,0,0,2,1,1,1,1,"Trash","W","WV","N"
"264","OregonDEQ","35746-ORDEQ","HAWLEY CR (RM 4.1) TRIB AT RM 0.1",43.87062422,-123.176275,"Siuslaw","North Fork Siuslaw River",NA,"MARINE WEST COAST FOREST",3,"3d",23890526,2.96435456746638,0,0,0,0,0,0,0,1,1,1,1,1,1,"Not","W","WV","N"
"265","OregonDEQ","12134-ORDEQ","Harvey Creek at River Mile 0.5",43.69030313,-123.9451602,"Umpqua","Dean Creek-Umpqua River","Harvey Creek","MARINE WEST COAST FOREST",1,"1g",24528136,0.486435843755812,0,0,1.25639495812751,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","W","CoRa","Y"
"266","OregonDEQ","34715-ORDEQ","Little Mill Cr at RM 3.65",43.7020012,-123.8202106,"Umpqua","Little Mill Creek-Umpqua River","Little Mill Creek","MARINE WEST COAST FOREST",1,"1g",24528232,2.13329958945349,0,0,6.95729863342998,0,0,0,0,1,1,2,1,1,1,"Trash","W","CoRa","N"
"267","OregonDEQ","21831-ORDEQ","Halfway Creek tributary at River Mile 0.29",43.7493144,-123.5845147,"Umpqua","Halfway Creek-Smith River",NA,"MARINE WEST COAST FOREST",1,"1g",24528084,3.6148773272591,0,0,2.45635061136968,0,0,0,0,1,1,0,1,1,1,"Not","W","CoRa","N"
"268","OregonDEQ","21825-ORDEQ","South Fork Smith River at River Mile 0.83",43.77402662,-123.4639523,"Umpqua","Headwaters Smith River","South Fork Smith River","MARINE WEST COAST FOREST",1,"1g",24527466,1.77742179524578,0.364388328641817,0,2.57207098903472,0,0,0,0,0,1,0,1,1,1,"Not","W","CoRa","N"
"269","OregonDEQ","33425-ORDEQ","Elk Creek 3 (ODFW)",43.790935,-123.4395253,"Umpqua","Headwaters Smith River","Elk Creek","MARINE WEST COAST FOREST",1,"1g",24527950,4.0005172108694,0.866926744690227,0,10.8149321887401,0,0,0,0,0,1,2,1,1,1,"Trash","W","CoRa","N"
"270","OregonDEQ","33332-ORDEQ","Buck Creek, tributary B (ODFW)",43.82318693,-123.3918591,"Siuslaw","Siuslaw Falls-Siuslaw River",NA,"MARINE WEST COAST FOREST",1,"1g",23890560,2.0141247120057,0.6252735571814,0,0,0,0,0,0,0,1,1,1,1,1,"Not","W","CoRa","N"
"271","OregonDEQ","12139-ORDEQ","Hawley Creek 2 miles up Hawley Creek Road",43.85620257,-123.1986622,"Siuslaw","North Fork Siuslaw River","Hawley Creek","MARINE WEST COAST FOREST",3,"3d",23889778,3.80777021679217,0.24511606245555,0.111572925042235,3.69237545092558,1,0,0,0,0,0,0,0,1,1,"Not","W","WV","N"
"272","OregonDEQ","33411-ORDEQ","Eel Creek (ODFW)",43.58914691,-124.1840807,"Coos","Tenmile Creek",NA,"MARINE WEST COAST FOREST",1,"1a",23911003,1.17205540717272,0.258888186192401,0,1.9005353218871,0,0,0,1,0,1,0,1,1,1,"Not","W","CoRa","N"
"273","OregonDEQ","34696-ORDEQ","Eel Cr at RM 0.60",43.58109943,-124.1854615,"Coos","Tenmile Creek","Eel Creek","MARINE WEST COAST FOREST",1,"1a",23911003,1.25844011803978,0.327664733444758,0,2.05694551670585,0,0,0,0,0,1,0,1,1,1,"Not","W","CoRa","N"
"274","OregonDEQ","33415-ORDEQ","Blacks Creek (ODFW)",43.62237456,-124.1349534,"Coos","North Tenmile Lake","Blacks Creek","MARINE WEST COAST FOREST",1,"1b",23910229,1.26513699365285,0.142559803837685,0,3.60521836944133,0,0,0,0,0,1,0,1,1,1,"Not","W","CoRa","N"
"275","OregonDEQ","34687-ORDEQ","Murphy Cr at RM 1.86",43.61888722,-124.0820682,"Coos","North Tenmile Lake","Murphy Creek","MARINE WEST COAST FOREST",1,"1g",23910237,1.47567737981493,0,0,1.58529998033874,0,0,0,0,1,1,1,1,1,1,"Not","W","CoRa","N"
"276","OregonDEQ","34686-ORDEQ","Murphy Cr at RM 1.20",43.61493849,-124.0931735,"Coos","North Tenmile Lake","Murphy Creek","MARINE WEST COAST FOREST",1,"1b",23910237,1.18596879834757,0,0,1.26148986402148,0,0,0,0,1,1,1,1,1,1,"Not","W","CoRa","N"
"277","OregonDEQ","33421-ORDEQ","Dry Creek (ODFW)",43.64411753,-124.0586399,"Umpqua","Scholfield Creek","Dry Creek","MARINE WEST COAST FOREST",1,"1b",24528276,1.46255295674572,0,0,5.93099475157024,0,0,0,0,1,1,0,1,1,1,"Not","W","CoRa","N"
"278","OregonDEQ","33422-ORDEQ","Miller Creek (ODFW)",43.6506474,-124.0227957,"Umpqua","Scholfield Creek","Miller Creek","MARINE WEST COAST FOREST",1,"1b",24528236,2.66864911741975,0,0,10.2817950523707,0,0,0,0,1,1,2,1,1,1,"Trash","W","CoRa","N"
"279","OregonDEQ","33427-ORDEQ","Dean Creek (ODFW)",43.6522432,-123.9924579,"Umpqua","Dean Creek-Umpqua River","Dean Creek","MARINE WEST COAST FOREST",1,"1b",24526624,1.17723056271171,0,0,1.40587281087867,0,0,0,1,1,1,1,1,1,1,"Ref_GIS.candidate","W","CoRa","Y"
"280","OregonDEQ","33428-ORDEQ","Charlotte Creek (ODFW)",43.65808445,-123.9247519,"Umpqua","Dean Creek-Umpqua River","Charlotte Creek","MARINE WEST COAST FOREST",1,"1g",24528904,1.11336473316523,0.105159105726964,0.178623503051085,1.97226696102217,0,0,0,1,1,0,0,1,1,1,"Not","W","CoRa","N"
"281","OregonDEQ","33426-ORDEQ","Smith River (ODFW)",43.78043316,-123.4073926,"Umpqua","Headwaters Smith River","Smith River","MARINE WEST COAST FOREST",1,"1g",24527488,3.39133796559866,0.768650058335026,0.100239237787271,2.39327546806077,0,0,0,0,0,0,0,1,1,1,"Not","W","CoRa","N"
"282","OregonDEQ","12295-ORDEQ","Smith River at River Mile 81.3",43.77499511,-123.4214189,"Umpqua","Headwaters Smith River","Smith River","MARINE WEST COAST FOREST",1,"1g",24527484,3.43335863555072,0.829148723370096,0.208916269200539,2.40532698281088,0,0,0,0,0,0,0,1,1,1,"Not","W","CoRa","N"
"283","OregonDEQ","33414-ORDEQ","Benson Creek (ODFW)",43.56841336,-124.0995997,"Coos","Tenmile Lake-Tenmile Creek","Benson Creek","MARINE WEST COAST FOREST",1,"1a",23910169,1.44336254499714,0.0866111670972966,0.0359203661088332,3.14711322016085,0,0,0,0,1,0,0,1,1,1,"Not","W","CoRa","N"
